"","Matricula","Campus","Facultad","Carrera","Proceso","HoraRegistro"
"2552","218001","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-17 12:03:58
"2553","218001","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-17 12:23:54
"2554","218001","ULV","NM","SEC","Inscripción Finalizada",2021-08-23 16:04:29
"2555","218001","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-23 12:18:19
"2556","218001","ULV","NM","SEC","Asignación de Carga Académica",2021-08-12 11:41:13
"2557","218001","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-12 11:07:09
"2558","218002","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-12 11:36:55
"2559","218002","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-12 15:25:43
"2560","218002","ULV","NM","PRIM","Inscripción Finalizada",2021-08-24 12:01:06
"2561","218002","ULV","NM","PRIM","Confirmación Pago Deposito",2021-08-24 09:01:54
"2562","218002","ULV","NM","PRIM","Pago Deposito/Tranferencia",2021-08-24 08:16:32
"2563","218002","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-17 12:24:57
"2564","218002","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-17 12:04:50
"2565","218002","ULV","NM","PRIM","Inscripción Finalizada",2022-01-20 17:23:52
"2566","218002","ULV","NM","PRIM","Confirmación de Pago en Línea",2022-01-20 17:14:33
"2567","218004","ULV","NM","SEC","Confirmación Pago Deposito",2021-08-17 13:12:44
"2568","218004","ULV","NM","SEC","Inscripción Finalizada",2021-08-17 15:26:41
"2569","218004","ULV","NM","SEC","Asignación de Cálculo de Cobro",2021-08-16 12:06:37
"2570","218004","ULV","NM","SEC","Solicitud de Cálculo de Cobro",2021-08-16 09:13:01
"2571","218004","ULV","NM","SEC","Solicitud de Carga Académica",2021-08-15 14:15:45
"2572","218004","ULV","NM","SEC","Asignación de Carga Académica",2021-08-15 15:39:16
"2573","218004","ULV","NM","SEC","Inscripción Finalizada",2022-01-30 08:49:01
"2574","218004","ULV","NM","SEC","Confirmación Pago Deposito",2022-01-28 12:25:02
"2575","218005","ULV","NM","PRIM","Confirmación Pago Deposito",2022-01-28 12:25:09
"2576","218005","ULV","NM","PRIM","Inscripción Finalizada",2022-01-30 08:51:13
"2577","218005","ULV","NM","PRIM","Solicitud de Carga Académica",2021-08-15 14:18:35
"2578","218005","ULV","NM","PRIM","Asignación de Carga Académica",2021-08-16 11:49:56
"2579","218005","ULV","NM","PRIM","Inscripción Finalizada",2021-08-17 15:20:41
"2580","218005","ULV","NM","PRIM","Confirmación Pago Deposito",2021-08-17 13:12:55
"2581","218005","ULV","NM","PRIM","Solicitud de Cálculo de Cobro",2021-08-17 08:41:47
"2582","218005","ULV","NM","PRIM","Asignación de Cálculo de Cobro",2021-08-17 09:02:23
"2583","218016","ULV","FPC","PSICLI","Solicitud de Carga Académica",2022-01-17 09:06:04
"2584","218016","ULV","FPC","PSICLI","Asignación de Carga Académica",2022-01-17 09:49:37
"2585","218016","ULV","FPC","PSICLI","Solicitud de Cálculo de Cobro",2022-01-17 10:49:05
"2586","218016","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2022-01-17 16:55:39
"2587","218016","ULV","FPC","PSICLI","Inscripción Finalizada",2022-01-20 18:41:26
"2588","218016","ULV","FPC","PSICLI","Pago Deposito/Tranferencia",2022-01-20 13:59:42
"2589","218016","ULV","FPC","PSICLI","Confirmación Pago Deposito",2022-01-20 15:58:39
"2590","218016","ULV","FPC","PSICLI","Confirmación Pago Deposito",2021-08-03 09:50:07
"2591","218016","ULV","FPC","PSICLI","Inscripción Finalizada",2021-08-03 11:34:57
"2592","218016","ULV","FPC","PSICLI","Asignación de Cálculo de Cobro",2021-07-28 09:09:50
"2593","218016","ULV","FPC","PSICLI","Solicitud de Cálculo de Cobro",2021-07-27 11:02:12
"2594","218016","ULV","FPC","PSICLI","Asignación de Carga Académica",2021-07-27 10:45:23
"2595","218016","ULV","FPC","PSICLI","Solicitud de Carga Académica",2021-07-27 10:30:55
"2596","218023","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 17:17:56
"2597","218023","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-27 17:26:12
"2598","218023","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-27 20:23:40
"2599","218023","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 10:39:58
"2600","218023","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 12:54:44
"2601","218023","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-07-29 19:41:10
"2602","218023","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 15:50:03
"2603","218023","ULV","FCS","ENF","Confirmación Pago Deposito",2021-07-30 12:51:06
"2604","218023","ULV","FCS","ENF","Inscripción Finalizada",2021-07-30 13:17:07
"2605","218023","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-08-08 12:12:15
"2606","218023","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-18 19:38:22
"2607","218023","ULV","FCS","ENF","Inscripción Finalizada",2022-01-19 11:15:41
"2608","218023","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-19 11:00:56
"2609","218023","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-18 08:42:29
"2610","218023","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-17 18:41:19
"2611","218023","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-17 18:58:08
"2612","218023","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-17 16:08:37
"2613","218023","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-24 11:22:55
"2614","218023","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-24 11:23:05
"2615","218023","ULV","FCS","ENF","Asignación de Carga Académica",2021-08-24 11:23:11
"2616","218026","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-23 14:56:09
"2617","218026","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-23 09:27:21
"2618","218026","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-20 21:24:57
"2619","218026","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-21 10:56:23
"2620","218026","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-21 11:23:15
"2621","218026","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-21 11:25:06
"2622","218026","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-09 12:48:37
"2623","218026","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-09 11:44:28
"2624","218026","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-09 10:34:58
"2625","218026","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-09 17:07:32
"2626","218026","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-09 17:14:03
"2627","218026","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-09 17:17:41
"2628","218026","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-09 15:23:45
"2629","218026","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-27 15:22:39
"2630","218026","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-02-09 09:40:56
"2631","218027","TUXTLA","FICTGZ","CPTGZ","Inscripción Finalizada",2022-01-28 11:47:08
"2632","218027","TUXTLA","FICTGZ","CPTGZ","Confirmación Pago Deposito",2022-01-28 10:35:51
"2633","218027","TUXTLA","FICTGZ","CPTGZ","Inscripción Finalizada",2021-08-13 11:02:58
"2634","218027","TUXTLA","FICTGZ","CPTGZ","Confirmación Pago Deposito",2021-08-13 09:46:59
"2635","218027","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2021-08-12 10:50:35
"2636","218027","TUXTLA","FICTGZ","CPTGZ","Asignación de Carga Académica",2021-08-12 10:18:04
"2637","218027","TUXTLA","FICTGZ","CPTGZ","Solicitud de Cálculo de Cobro",2021-08-12 10:28:45
"2638","218027","TUXTLA","FICTGZ","CPTGZ","Solicitud de Carga Académica",2021-08-11 17:28:48
"2639","218027","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2022-01-19 10:40:22
"2640","218027","TUXTLA","FICTGZ","CPTGZ","Solicitud de Cálculo de Cobro",2022-01-19 10:04:28
"2641","218027","TUXTLA","FICTGZ","CPTGZ","Pago Deposito/Tranferencia",2022-01-19 14:33:07
"2642","218027","TUXTLA","FICTGZ","CPTGZ","Asignación de Carga Académica",2022-01-18 17:12:01
"2643","218027","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2021-08-27 13:40:08
"2644","218027","TUXTLA","FICTGZ","CPTGZ","Solicitud de Carga Académica",2022-01-18 14:28:51
"2645","218028","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-16 21:08:59
"2646","218028","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-18 20:06:48
"2647","218028","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-19 14:23:33
"2648","218028","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-19 17:25:36
"2649","218028","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-20 07:49:32
"2650","218028","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-20 07:50:38
"2651","218028","ULV","FCS","ENF","Inscripción Finalizada",2022-01-20 18:49:12
"2652","218028","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-20 17:02:24
"2653","218028","ULV","FCS","ENF","Confirmación de Pago en Línea",2021-08-08 23:14:27
"2654","218028","ULV","FCS","ENF","Inscripción Finalizada",2021-08-09 08:20:57
"2655","218028","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-28 15:25:54
"2656","218028","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-27 18:25:48
"2657","218028","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-27 17:31:22
"2658","218028","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-27 17:35:05
"2659","218028","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 20:32:20
"2660","218029","TUXTLA","FCETGZ","PDGIA","Solicitud de Carga Académica",2021-07-25 13:28:39
"2661","218029","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2021-08-05 11:16:28
"2662","218029","TUXTLA","FCETGZ","PDGIA","Solicitud de Cálculo de Cobro",2021-08-05 10:58:54
"2663","218029","TUXTLA","FCETGZ","PDGIA","Confirmación Pago Deposito",2021-08-05 11:28:03
"2664","218029","TUXTLA","FCETGZ","PDGIA","Inscripción Finalizada",2021-08-05 11:52:16
"2665","218029","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2021-08-03 10:33:20
"2666","218029","TUXTLA","FCETGZ","PDGIA","Inscripción Finalizada",2022-01-20 15:14:52
"2667","218029","TUXTLA","FCETGZ","PDGIA","Confirmación Pago Deposito",2022-01-19 11:56:01
"2668","218029","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2022-01-14 16:25:40
"2669","218029","TUXTLA","FCETGZ","PDGIA","Solicitud de Carga Académica",2022-01-12 19:09:02
"2670","218029","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2022-01-18 09:28:50
"2671","218029","TUXTLA","FCETGZ","PDGIA","Solicitud de Cálculo de Cobro",2022-01-17 20:02:35
"2672","218031","TUXTLA","FCETGZ","FIMA","Solicitud de Carga Académica",2022-01-19 10:16:59
"2673","218031","TUXTLA","FCETGZ","FIMA","Asignación de Carga Académica",2022-01-19 10:18:26
"2674","218031","TUXTLA","FCETGZ","FIMA","Asignación de Cálculo de Cobro",2022-01-20 11:09:05
"2675","218031","TUXTLA","FCETGZ","FIMA","Confirmación Pago Deposito",2022-01-21 13:31:43
"2676","218031","TUXTLA","FCETGZ","FIMA","Inscripción Finalizada",2022-01-21 14:48:40
"2677","218031","TUXTLA","FCETGZ","FIMA","Asignación de Carga Académica",2021-08-03 10:11:26
"2678","218031","TUXTLA","FCETGZ","FIMA","Solicitud de Cálculo de Cobro",2021-08-03 10:14:25
"2679","218031","TUXTLA","FCETGZ","FIMA","Asignación de Cálculo de Cobro",2021-08-03 17:49:28
"2680","218031","TUXTLA","FCETGZ","FIMA","Confirmación Pago Deposito",2021-08-05 11:42:46
"2681","218031","TUXTLA","FCETGZ","FIMA","Inscripción Finalizada",2021-08-05 14:51:30
"2682","218033","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-06 16:55:30
"2683","218033","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-06 14:24:06
"2684","218033","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-03 12:48:32
"2685","218033","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-03 12:53:22
"2686","218033","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-03 13:52:50
"2687","218033","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-04 11:54:57
"2688","218033","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-09 10:10:07
"2689","218033","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-24 09:49:51
"2690","218033","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-20 10:26:45
"2691","218033","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-19 18:04:26
"2692","218033","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2022-01-20 16:32:29
"2693","218033","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-17 15:50:26
"2694","218033","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-18 11:21:02
"2695","218033","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-24 10:43:12
"2696","218034","TUXTLA","FCETGZ","PDGIA","Solicitud de Cálculo de Cobro",2022-01-19 09:39:54
"2697","218034","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2022-01-19 10:37:02
"2698","218034","TUXTLA","FCETGZ","PDGIA","Solicitud de Carga Académica",2022-01-19 08:03:16
"2699","218034","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2022-01-19 08:07:33
"2700","218034","TUXTLA","FCETGZ","PDGIA","Pago Deposito/Tranferencia",2022-01-21 09:00:25
"2701","218034","TUXTLA","FCETGZ","PDGIA","Inscripción Finalizada",2022-01-21 10:41:27
"2702","218034","TUXTLA","FCETGZ","PDGIA","Confirmación Pago Deposito",2022-01-21 10:35:43
"2703","218034","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2021-08-03 14:16:25
"2704","218034","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2021-08-03 14:17:07
"2705","218034","TUXTLA","FCETGZ","PDGIA","Solicitud de Carga Académica",2021-08-03 13:01:02
"2706","218034","TUXTLA","FCETGZ","PDGIA","Solicitud de Cálculo de Cobro",2021-08-03 14:37:47
"2707","218034","TUXTLA","FCETGZ","PDGIA","Asignación de Cálculo de Cobro",2021-08-03 14:45:43
"2708","218034","TUXTLA","FCETGZ","PDGIA","Asignación de Carga Académica",2021-08-03 14:30:34
"2709","218034","TUXTLA","FCETGZ","PDGIA","Inscripción Finalizada",2021-08-06 10:31:49
"2710","218034","TUXTLA","FCETGZ","PDGIA","Confirmación Pago Deposito",2021-08-06 09:58:02
"2711","218035","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 17:11:33
"2712","218035","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-29 09:52:17
"2713","218035","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-29 10:32:58
"2714","218035","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-29 11:24:57
"2715","218035","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-09 09:56:36
"2716","218035","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-09 10:56:20
"2717","218035","ULV","FCS","ENF","Inscripción Finalizada",2021-08-09 11:30:28
"2718","218035","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-23 15:06:39
"2719","218035","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-23 15:32:20
"2720","218035","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-21 13:28:34
"2721","218035","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-21 17:25:21
"2722","218035","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-21 17:51:53
"2723","218035","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-23 09:00:34
"2724","218035","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-25 09:45:40
"2725","218035","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-25 10:06:16
"2726","218035","ULV","FCS","ENF","Inscripción Finalizada",2022-01-25 10:11:29
"2727","218038","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2022-01-19 09:26:27
"2728","218038","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2022-01-19 09:26:29
"2729","218038","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-19 09:29:27
"2730","218038","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-20 14:36:15
"2731","218038","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-18 09:11:23
"2732","218038","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-17 15:18:04
"2733","218038","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-17 15:18:18
"2734","218038","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-17 16:38:36
"2735","218038","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-17 11:24:27
"2736","218038","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-06 09:44:48
"2737","218038","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-06 09:08:48
"2738","218038","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-05 14:12:53
"2739","218038","TUXTLA","FCSTGZ","ENFTGZ","Pago Deposito/Tranferencia",2021-08-05 14:16:29
"2740","218038","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-05 11:09:15
"2741","218038","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-05 10:21:15
"2742","218038","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-05 10:22:28
"2743","218038","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-06 10:34:31
"2744","218038","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-04 13:44:17
"2745","218039","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-02 15:15:22
"2746","218039","ULV","FT","TEO","Inscripción Finalizada",2021-08-02 15:39:19
"2747","218039","ULV","FT","TEO","Solicitud de Carga Académica",2021-07-26 20:05:04
"2748","218039","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-07-27 15:36:47
"2749","218039","ULV","FT","TEO","Asignación de Carga Académica",2021-07-27 11:35:16
"2750","218039","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-07-27 18:20:17
"2751","218039","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-23 08:50:26
"2752","218039","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-21 14:27:17
"2753","218039","ULV","FT","TEO","Asignación de Carga Académica",2022-01-21 13:54:57
"2754","218039","ULV","FT","TEO","Pago Deposito/Tranferencia",2022-01-23 14:45:37
"2755","218039","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-21 12:57:44
"2756","218039","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-25 10:50:55
"2757","218039","ULV","FT","TEO","Inscripción Finalizada",2022-01-25 11:07:41
"2758","218046","TUXTLA","FICTGZ","CPTGZ","Confirmación Pago Deposito",2021-08-18 09:08:13
"2759","218046","TUXTLA","FICTGZ","CPTGZ","Inscripción Finalizada",2021-08-18 09:14:36
"2760","218046","TUXTLA","FICTGZ","CPTGZ","Solicitud de Carga Académica",2021-08-01 14:27:01
"2761","218046","TUXTLA","FICTGZ","CPTGZ","Asignación de Carga Académica",2021-08-02 08:11:52
"2762","218046","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2021-08-03 12:52:08
"2763","218046","TUXTLA","FICTGZ","CPTGZ","Asignación de Cálculo de Cobro",2021-08-03 12:29:54
"2764","218046","TUXTLA","FICTGZ","CPTGZ","Solicitud de Cálculo de Cobro",2021-08-03 01:09:24
"2765","218060","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-08 12:31:44
"2766","218060","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-08 11:32:38
"2767","218060","ULV","FT","TEO","Asignación de Carga Académica",2021-08-08 11:08:30
"2768","218060","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-05 13:53:51
"2769","218060","ULV","FT","TEO","Pago Deposito/Tranferencia",2021-08-10 16:23:28
"2770","218060","ULV","FT","TEO","Pago Deposito/Tranferencia",2021-08-12 13:21:07
"2771","218060","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-13 11:11:31
"2772","218060","ULV","FT","TEO","Inscripción Finalizada",2021-08-13 12:18:52
"2773","218060","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-23 13:50:21
"2774","218060","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-31 11:19:55
"2775","218060","ULV","FT","TEO","Asignación de Carga Académica",2022-01-31 11:10:38
"2776","218060","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-03 08:59:20
"2777","218060","ULV","FT","TEO","Confirmación Pago Deposito",2022-02-03 09:01:06
"2778","218060","ULV","FT","TEO","Inscripción Finalizada",2022-02-03 11:29:24
"2779","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-03-14 16:56:04
"2780","218061","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2022-01-20 19:32:49
"2781","218061","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2022-01-20 18:01:27
"2782","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-19 21:08:55
"2783","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-19 21:08:58
"2784","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-19 21:09:01
"2785","218061","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2022-01-19 17:05:30
"2786","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2022-01-20 10:14:16
"2787","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2022-01-19 14:59:50
"2788","218061","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2022-01-19 08:44:49
"2789","218061","TUXTLA","FCSTGZ","ENFTGZ","Inscripción Finalizada",2021-08-11 10:19:16
"2790","218061","TUXTLA","FCSTGZ","ENFTGZ","Confirmación Pago Deposito",2021-08-11 08:44:40
"2791","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-10 10:02:27
"2792","218061","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Cálculo de Cobro",2021-08-09 11:06:41
"2793","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Cálculo de Cobro",2021-08-09 15:13:43
"2794","218061","TUXTLA","FCSTGZ","ENFTGZ","Asignación de Carga Académica",2021-08-06 09:19:23
"2795","218061","TUXTLA","FCSTGZ","ENFTGZ","Solicitud de Carga Académica",2021-08-06 08:12:04
"2796","218066","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-09 15:19:22
"2797","218066","ULV","FT","TEO","Asignación de Carga Académica",2021-08-09 14:22:52
"2798","218066","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2021-08-09 14:23:12
"2799","218066","ULV","FT","TEO","Confirmación Pago Deposito",2021-08-09 17:20:29
"2800","218066","ULV","FT","TEO","Inscripción Finalizada",2021-08-09 17:26:48
"2801","218066","ULV","FT","TEO","Solicitud de Carga Académica",2021-08-09 11:51:26
"2802","218066","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-10 10:56:51
"2803","218066","ULV","FT","TEO","Asignación de Cálculo de Cobro",2021-08-10 10:56:04
"2804","218066","ULV","FT","TEO","Solicitud de Carga Académica",2022-01-20 13:41:59
"2805","218066","ULV","FT","TEO","Asignación de Carga Académica",2022-01-20 17:52:16
"2806","218066","ULV","FT","TEO","Solicitud de Cálculo de Cobro",2022-01-20 21:39:26
"2807","218066","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-21 09:34:27
"2808","218066","ULV","FT","TEO","Inscripción Finalizada",2022-01-21 13:03:51
"2809","218066","ULV","FT","TEO","Confirmación Pago Deposito",2022-01-21 11:15:00
"2810","218066","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-02-07 16:23:54
"2811","218066","ULV","FT","TEO","Asignación de Cálculo de Cobro",2022-01-31 12:17:47
"2812","218067","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2022-01-18 20:47:53
"2813","218067","ULV","FCS","ENF","Asignación de Carga Académica",2022-01-18 20:08:33
"2814","218067","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2022-01-19 09:38:50
"2815","218067","ULV","FCS","ENF","Pago Deposito/Tranferencia",2022-01-19 09:49:30
"2816","218067","ULV","FCS","ENF","Inscripción Finalizada",2022-01-19 10:40:13
"2817","218067","ULV","FCS","ENF","Confirmación Pago Deposito",2022-01-19 10:36:40
"2818","218067","ULV","FCS","ENF","Solicitud de Carga Académica",2022-01-17 08:58:51
"2819","218067","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-03 09:19:17
"2820","218067","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-08-03 09:20:51
"2821","218067","ULV","FCS","ENF","Confirmación Pago Deposito",2021-08-03 10:36:35
"2822","218067","ULV","FCS","ENF","Inscripción Finalizada",2021-08-03 11:17:58
"2823","218067","ULV","FCS","ENF","Solicitud de Cálculo de Cobro",2021-07-29 13:00:40
"2824","218067","ULV","FCS","ENF","Asignación de Cálculo de Cobro",2021-07-29 16:33:44
"2825","218067","ULV","FCS","ENF","Pago Deposito/Tranferencia",2021-07-30 10:04:32
"2826","218067","ULV","FCS","ENF","Asignación de Carga Académica",2021-07-29 09:54:39
"2827","218067","ULV","FCS","ENF","Solicitud de Carga Académica",2021-07-26 08:21:20
"2828","218068","ULV","FT","TEO","Solicitud de Carga Académica",2021-07-26 19:59:10
"2829","218068","ULV","FT","TEO","Pago Deposito/Tranferencia",2021-07-28 14:02:06
"2830","218068","ULV","FT","TEO","Asignación de Carga Académica",2021-07-27 11:30:43
